Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
RNPEPL1		2q37.3	HOMDEL	17	408	4.2%	No
TREH		11q23.3	HOMDEL	2	408	0.5%	No
PATE1		11q24.2	AMP	1	408	0.2%	No
SMCR2		17p11.2	AMP	2	408	0.5%	No
DYNLT5		1p31.3	HOMDEL	1	408	0.2%	No
RAP2C		Xq26.2	HOMDEL	3	408	0.7%	No
LUC7L		16p13.3	HOMDEL	5	408	1.2%	No
SLC52A3		20p13	AMP	3	408	0.7%	No
RNA5SP349		11q22.3	AMP	3	408	0.7%	No
GPR142		17q25.1	AMP	12	408	2.9%	No
C1QTNF4		11p11.2	AMP	3	408	0.7%	No
RN7SL597P		13q14.11	AMP	4	408	1.0%	No
RFTN2		2q33.1	AMP	1	408	0.2%	No
PPT1		1p34.2	AMP	27	408	6.6%	No
RAP1GAP		1p36.12	AMP	4	408	1.0%	No
HCG15		6p21	AMP	7	408	1.7%	No
FOSL2		2p23.2	AMP	9	408	2.2%	No
LINC00928		15q26.1	AMP	2	408	0.5%	No
HLCS		21q22.13	AMP	7	408	1.7%	No
TMSB10		2p11.2	AMP	6	408	1.5%	No
MT1L		16q13	HOMDEL	1	408	0.2%	No
RN7SKP235		4q31.21	HOMDEL	2	408	0.5%	No
TSPAN2		1p13.2	AMP	4	408	1.0%	No
PLPP1		5q11.2	AMP	5	408	1.2%	No
DOC2A		16p11.2	AMP	13	408	3.2%	No
RNA5SP194		5q31.2	AMP	1	408	0.2%	No
SLC52A2		8q24.3	AMP	20	408	4.9%	No
C1QTNF3		5p13.2	AMP	34	408	8.3%	No
RBMXL3		Xq23	AMP	1	408	0.2%	No
RN7SL417P		15q25.2	HOMDEL	2	408	0.5%	No
RNA5SP348		11q22.3	AMP	8	408	2.0%	No
RBX1		22q13.2	HOMDEL	2	408	0.5%	No
C5ORF15		5q31.1	AMP	1	408	0.2%	No
TLX1NB		10q24.31	AMP	1	408	0.2%	No
TSPAN3		15q24.3	AMP	2	408	0.5%	No
LDHAL6A		11p15.1	HOMDEL	4	408	1.0%	No
TLN1		9p13.3	AMP	8	408	2.0%	No
RNA5SP196		5q32	AMP	2	408	0.5%	No
PLPP2		19p13.3	AMP	1	408	0.2%	No
ITPRIP		10q25.1	HOMDEL	8	408	2.0%	No
C1QTNF2		5q33.3	AMP	2	408	0.5%	No
CAMK1		3p25.3	AMP	37	408	9.1%	No
RNU4ATAC10P		11q24.1	HOMDEL	3	408	0.7%	No
CLEC4M		19p13.2	HOMDEL	1	408	0.2%	No
U2AF1		21q22.3	HOMDEL	2	408	0.5%	Yes
SLC52A1		17p13.2	AMP	2	408	0.5%	No
TMEM98		17q11.2	HOMDEL	2	408	0.5%	No
FOSL1		11q13.1	AMP	10	408	2.5%	No
UROS		10q26.2	HOMDEL	10	408	2.5%	No
RN7SKP237		4q31.1	HOMDEL	2	408	0.5%	No
GUCY2F		Xq22.3-q23	HOMDEL	3	408	0.7%	No
C1QTNF1		17q25.3	AMP	9	408	2.2%	No
RNA5SP195		5q31.2	AMP	1	408	0.2%	No
HCG17		6p22.1	AMP	9	408	2.2%	No
PLPP3		1p32.2	AMP	7	408	1.7%	No
LMNA		1q22	AMP	25	408	6.1%	Yes
PYHIN1		1q23.1	AMP	31	408	7.6%	No
COX4I1		16q24.1	HOMDEL	1	408	0.2%	No
RBMXL1		1p22.2	AMP	4	408	1.0%	No
LCT		2q21.3	AMP	4	408	1.0%	No
RFTN1		3p24.3	AMP	24	408	5.9%	No
GPR143		Xp22.2	AMP	5	408	1.2%	No
AGA		4q34.3	HOMDEL	12	408	2.9%	No
LINC00927		15q25.1	AMP	1	408	0.2%	No
PLPP4		10q26.12	AMP	3	408	0.7%	No
PTGES3		12q13.3	AMP	3	408	0.7%	No
SNAPC3		9p22.3	AMP	5	408	1.2%	No
TMEM200C		18p11.31	AMP	12	408	2.9%	No
RN7SL331P		15q25.2	AMP	1	408	0.2%	No
RNU4ATAC8P		1p31.1	HOMDEL	1	408	0.2%	No
MICOS10		1p36.13	AMP	3	408	0.7%	No
CLPB		11q13.4	HOMDEL	1	408	0.2%	No
OR7E19P		19p13.2	AMP	4	408	1.0%	No
NPBWR2		20q13.33	AMP	5	408	1.2%	No
GPR146		7p22.3	AMP	12	408	2.9%	No
C3ORF18		3p21.31	HOMDEL	7	408	1.7%	No
C2ORF66		2q33.1	HOMDEL	2	408	0.5%	No
KLHL10		17q21.2	AMP	7	408	1.7%	No
RNA5SP141		3q22.2	HOMDEL	1	408	0.2%	No
EDNRA		4q31.22-q31.23	AMP	6	408	1.5%	No
RN7SL727P		Xq27.1	HOMDEL	2	408	0.5%	No
CHURC1		14q23.3	HOMDEL	2	408	0.5%	No
PRKDC		8q11.21	AMP	19	408	4.7%	Yes
MT1H		16q13	HOMDEL	1	408	0.2%	No
DGCR6		22q11.21	AMP	13	408	3.2%	No
RN7SKP232		5q33.1	HOMDEL	1	408	0.2%	No
FBXO10		9p13.2	AMP	8	408	2.0%	No
TSPAN5		4q23	AMP	1	408	0.2%	No
RNA5SP198		5q33.1	AMP	1	408	0.2%	No
RNA5SP197		5q33.1	AMP	2	408	0.5%	No
KIAA0232		4p16.1	AMP	4	408	1.0%	No
PLPP5		8p11.23	AMP	38	408	9.3%	No
PTGES2		9q34.11	AMP	1	408	0.2%	No
NPBWR1		8q11.23	AMP	14	408	3.4%	No
SNAPC4		9q34.3	AMP	2	408	0.5%	No
TMEM95		17p13.1	HOMDEL	7	408	1.7%	No
TMEM200B		1p35.3	AMP	4	408	1.0%	No
TSPAN6		Xq22.1	AMP	6	408	1.5%	No
HCG18		6p22.1	AMP	9	408	2.2%	No
TAL1		1p33	AMP	11	408	2.7%	Yes
NRIP2		12p13.33	HOMDEL	1	408	0.2%	No
RNA5SP142		3q22.3	HOMDEL	1	408	0.2%	No
KLHL11		17q21.2	AMP	7	408	1.7%	No
WRNIP1		6p25.2	AMP	7	408	1.7%	No
PATE4		11q24.2	AMP	1	408	0.2%	No
FBXO11		2p16.3	AMP	6	408	1.5%	Yes
GDAP1L1		20q13.12	AMP	13	408	3.2%	No
GPR148		2q21.1	AMP	2	408	0.5%	No
MT1F		16q13	HOMDEL	1	408	0.2%	No
APLP2		11q24.3	HOMDEL	3	408	0.7%	No
LINC00929		15q12	AMP	4	408	1.0%	No
WDR88		19q13.11	AMP	14	408	3.4%	No
RNA5SP140		3q22.1	HOMDEL	1	408	0.2%	No
NRIP3		11p15.4	HOMDEL	4	408	1.0%	No
STH		17q21.31	HOMDEL	1	408	0.2%	No
EPB41L5		2q14.2	HOMDEL	1	408	0.2%	No
PATE3		11q24.2	AMP	1	408	0.2%	No
TSPAN7		Xp11.4	AMP	5	408	1.2%	No
ZNF821		16q22.2	HOMDEL	3	408	0.7%	No
C10ORF71		10q11.23	AMP	5	408	1.2%	No
CERKL		2q31.3	AMP	4	408	1.0%	No
SNAPC2		19p13.2	AMP	3	408	0.7%	No
ZFP36L2		2p21	HOMDEL	1	408	0.2%	Yes
NT5E		6q14.3	AMP	2	408	0.5%	No
CKS1B		1q21.3	AMP	22	408	5.4%	Yes
CNTROB		17p13.1	AMP	1	408	0.2%	No
APLP1		19q13.12	HOMDEL	2	408	0.5%	No
KLHL12		1q32.1	AMP	3	408	0.7%	No
TAL2		9q31.2	AMP	5	408	1.2%	Yes
DCDC1		11p14.1	AMP	6	408	1.5%	No
MIR4500HG		13q31.2	HOMDEL	2	408	0.5%	No
LMAN2		5q35.3	AMP	1	408	0.2%	No
MT1G		16q13	HOMDEL	1	408	0.2%	No
IRAK1BP1		6q14.1	AMP	2	408	0.5%	No
ACSF3		16q24.3	AMP	7	408	1.7%	No
PATE2		11q24.2	AMP	1	408	0.2%	No
MOV10		1p13.2	AMP	4	408	1.0%	No
PPT2		6p21.32	AMP	8	408	2.0%	No
EDNRB		13q22.3	AMP	11	408	2.7%	No
ZNF561-AS1		19p13.2	AMP	6	408	1.5%	No
RNA5SP199		5q33.2	AMP	1	408	0.2%	No
FRYL		4p11	AMP	2	408	0.5%	No
FRK		6q22.1	AMP	1	408	0.2%	No
ZFP36L1		14q24.1	HOMDEL	3	408	0.7%	Yes
TTLL9		20q11	AMP	22	408	5.4%	No
PLPP6		9p24.1	AMP	10	408	2.5%	No
SMCR5		17p11.2	AMP	4	408	1.0%	No
DGCR5		22q11.21	AMP	13	408	3.2%	No
RBBP7		Xp22.2	AMP	3	408	0.7%	No
PIGW		17q12	AMP	8	408	2.0%	No
LY86		6p25.1	HOMDEL	1	408	0.2%	No
DHRSX		Xp22.33 and Yp11.2	AMP	7	408	1.7%	No
WDR86		7q36.1	AMP	3	408	0.7%	No
RPS6KL1		14q24.2	AMP	4	408	1.0%	No
KIAA0087		7p15.2	AMP	7	408	1.7%	No
TSPAN8		12q21.1	AMP	18	408	4.4%	No
DLST		14q24.3	AMP	4	408	1.0%	No
DOP1B		21q22.12	HOMDEL	2	408	0.5%	No
PLPP7		9q34.13	AMP	3	408	0.7%	No
LIX1		5q15	AMP	1	408	0.2%	No
RN7SL316P		17q11.2	AMP	17	408	4.2%	No
CCDC138		2q13	HOMDEL	1	408	0.2%	No
CCND3		6p21.1	HOMDEL	1	408	0.2%	Yes
RNA5SP342		11q13.4	AMP	16	408	3.9%	No
CCDC74B		2q21.1	AMP	3	408	0.7%	No
RNU4ATAC15P		9p21.1	AMP	3	408	0.7%	No
ZNF157		Xp11.3	AMP	3	408	0.7%	No
KLF17		1p34.1	AMP	13	408	3.2%	No
WDR87		19q13.13	AMP	25	408	6.1%	No
PIGV		1p36.11	AMP	4	408	1.0%	No
AKT3		1q43-q44	AMP	4	408	1.0%	Yes
TMEM178B		7q34	HOMDEL	1	408	0.2%	No
TSPAN9		12p13.33-p13.32	AMP	9	408	2.2%	No
ZNF823		19p13.2	HOMDEL	1	408	0.2%	No
DOP1A		6q14.1	HOMDEL	4	408	1.0%	No
TOMM7		7p15.3	HOMDEL	2	408	0.5%	No
RN7SL388P		Xq13.1	HOMDEL	3	408	0.7%	No
SFR1		10q25.1	AMP	2	408	0.5%	No
RBBP6		16p12.1	AMP	12	408	2.9%	No
RPGRIP1L		16q12.2	HOMDEL	3	408	0.7%	No
LSAMP		3q13.31	AMP	11	408	2.7%	No
KLF16		19p13.3	AMP	3	408	0.7%	No
RN7SL75P		9q31.1	AMP	3	408	0.7%	No
PGM3		6q14.1	AMP	3	408	0.7%	No
SNAPC1		14q23.2	AMP	1	408	0.2%	No
SIDT2		11q23.3	HOMDEL	3	408	0.7%	No
CCND2		12p13.32	HOMDEL	1	408	0.2%	Yes
RNA5SP341		11q12.1	AMP	5	408	1.2%	No
COX20		1q44	AMP	4	408	1.0%	No
TCERG1		5q32	HOMDEL	1	408	0.2%	No
AKT2		19q13.2	AMP	15	408	3.7%	Yes
AGTR2		Xq23	HOMDEL	2	408	0.5%	No
RN7SL122P		1p35.1	HOMDEL	1	408	0.2%	No
PGM2		4p14	AMP	2	408	0.5%	No
C3ORF80		3q25.33	AMP	15	408	3.7%	No
RBBP5		1q32.1	AMP	3	408	0.7%	No
KLF15		3q21.3	AMP	6	408	1.5%	No
FAM124A		13q14.3	HOMDEL	21	408	5.1%	No
HCG11		6p22.2	AMP	13	408	3.2%	No
FXR2		17p13.1	HOMDEL	8	408	2.0%	No
CCDC136		7q32.1	HOMDEL	1	408	0.2%	No
ZNF670		1q44	HOMDEL	1	408	0.2%	No
PIGU		20q11.22	AMP	15	408	3.7%	No
FBXO15		18q22.3	AMP	4	408	1.0%	No
CCND1		11q13.3	HOMDEL	1	408	0.2%	Yes
SON		21q22.11	AMP	5	408	1.2%	No
ARHGEF40		14q11.2	HOMDEL	5	408	1.2%	No
PGM1		1p31.3	AMP	5	408	1.2%	No
ABT1		6p22.2	HOMDEL	1	408	0.2%	No
RN7SKP230		5q21.3	HOMDEL	6	408	1.5%	No
FBH1		10p15.1	AMP	33	408	8.1%	No
ZNF155		19q13.31	AMP	9	408	2.2%	No
AKT1		14q32.33	AMP	4	408	1.0%	Yes
NRIP1		21q11.2-q21.1	HOMDEL	4	408	1.0%	No
PIGT		20q13.12	AMP	12	408	2.9%	No
SMCR8		17p11.2	AMP	3	408	0.7%	No
RBBP4		1p35.1	AMP	1	408	0.2%	No
KLF14		7q32.2	AMP	3	408	0.7%	No
RNA5SP343		11q13.4	AMP	12	408	2.9%	No
ZNF671		19q13.43	HOMDEL	1	408	0.2%	No
LINC00920		16q21	AMP	8	408	2.0%	No
TNKS1BP1		11q12.1	HOMDEL	1	408	0.2%	No
KLF13		15q13.3	AMP	1	408	0.2%	No
JHY		11q24.1	AMP	1	408	0.2%	No
ZNF585A		19q13.12	HOMDEL	1	408	0.2%	No
RN7SL48P		Xp22.13	HOMDEL	2	408	0.5%	No
ZNF154		19q13.43	AMP	15	408	3.7%	No
RNA5SP345		11q21	AMP	8	408	2.0%	No
AGAP7P		10q11.22	AMP	7	408	1.7%	No
TCN1		11q12.1	HOMDEL	1	408	0.2%	No
SIPA1L1		14q24.2	AMP	3	408	0.7%	No
LINC00924		15q26.2	AMP	1	408	0.2%	No
LSM10		1p34.3	AMP	5	408	1.2%	No
B4GALT3		1q23.3	AMP	69	408	16.9%	No
SLX1A		16p11.2	AMP	13	408	3.2%	No
PER3		1p36.23	AMP	3	408	0.7%	No
FBXO17		19q13.2	AMP	22	408	5.4%	No
LDHAL6B		15q22.2	HOMDEL	2	408	0.5%	No
BRINP3		1q31.1	HOMDEL	4	408	1.0%	No
PCDHB1		5q31.3	AMP	1	408	0.2%	No
SLC35B1		17q21.33	AMP	6	408	1.5%	No
KLF12		13q22.1	AMP	16	408	3.9%	No
PMFBP1		16q22.2	HOMDEL	1	408	0.2%	No
GPR19		12p13.1	HOMDEL	5	408	1.2%	No
RNA5SP190		5q23.1	AMP	2	408	0.5%	No
TCN2		22q12.2	HOMDEL	1	408	0.2%	No
HCCS		Xp22.2	HOMDEL	5	408	1.2%	No
ZNF585B		19q13.12	HOMDEL	2	408	0.5%	No
RN7SL698P		3q21.3	HOMDEL	1	408	0.2%	No
RNA5SP344		11q13.5	AMP	11	408	2.7%	No
B4GALT2		1p34.1	AMP	15	408	3.7%	No
SIPA1L2		1q42.2	AMP	3	408	0.7%	No
GUCY2D		17p13.1	HOMDEL	7	408	1.7%	No
RBBP9		20p11.23	AMP	2	408	0.5%	No
WDR83		19p13.13	AMP	1	408	0.2%	No
PIGZ		3q29	AMP	20	408	4.9%	No
ZNF827		4q31.21-q31.22	HOMDEL	2	408	0.5%	No
PRNP		20p13	AMP	1	408	0.2%	No
BRINP2		1q25.2	HOMDEL	2	408	0.5%	No
STIMATE		3p21.1	AMP	3	408	0.7%	No
PCDHB2		5q31.3	AMP	1	408	0.2%	No
RNA5SP347		11q22.1	AMP	11	408	2.7%	No
CCDC74A		2q21.1	AMP	2	408	0.5%	No
RHBG		1q22	AMP	20	408	4.9%	No
GPR141		7p14.1	AMP	8	408	2.0%	No
LINC00922		16q21	AMP	8	408	2.0%	No
SP2		17q21.32	AMP	5	408	1.2%	No
BRINP1		9q33.1	HOMDEL	2	408	0.5%	No
B3GALNT1		3q26.1	AMP	15	408	3.7%	No
PER1		17p13.1	AMP	1	408	0.2%	Yes
WDR81		17p13.3	AMP	3	408	0.7%	No
MT1M		16q13	HOMDEL	1	408	0.2%	No
MTFR1L		1p36.11	AMP	5	408	1.2%	No
PIGY		4q22.1	AMP	7	408	1.7%	No
PCDHB3		5q31.3	AMP	1	408	0.2%	No
SCIMP		17p13.2	AMP	2	408	0.5%	No
RNA5SP193		5q31.2	AMP	3	408	0.7%	No
DRICH1		22q11.23	HOMDEL	3	408	0.7%	No
RBBP8		18q11.2	AMP	10	408	2.5%	No
GUCY2C		12p12.3	HOMDEL	2	408	0.5%	No
B4GALT1		9p21.1	AMP	4	408	1.0%	No
FYTTD1		3q29	AMP	19	408	4.7%	No
HCG14		6p22.1	AMP	7	408	1.7%	No
ZNF674		Xp11.3	HOMDEL	2	408	0.5%	No
RNA5SP346		11q21	AMP	8	408	2.0%	No
B3GALNT2		1q42.3	AMP	6	408	1.5%	No
NOSTRIN		2q24.3	AMP	2	408	0.5%	No
SLX1B		16p11.2	AMP	13	408	3.2%	No
SP1		12q13.13	AMP	3	408	0.7%	No
LINC00923		15q26.2	AMP	2	408	0.5%	No
WDR82		3p21.2	AMP	4	408	1.0%	No
TOMM5		9p13.2	HOMDEL	3	408	0.7%	No
PDE2A		11q13.4	AMP	20	408	4.9%	No
RNA5SP147		3q26.32	HOMDEL	1	408	0.2%	No
PCDHB4		5q31.3	AMP	1	408	0.2%	No
MIR497HG		17p13.1	HOMDEL	7	408	1.7%	No
ZC3HAV1		7q34	AMP	2	408	0.5%	No
PGM5		9q21.11	AMP	7	408	1.7%	No
CARM1P1		9p24.2	HOMDEL	11	408	2.7%	No
RNA5SP192		5q31.1	AMP	4	408	1.0%	No
CCDC144CP		17p11.2	AMP	9	408	2.2%	No
KLF11		2p25.1	AMP	13	408	3.2%	No
PIGX		3q29	AMP	20	408	4.9%	No
ZNF829		19q13.12	HOMDEL	1	408	0.2%	No
GLRA3		4q34.1	HOMDEL	9	408	2.2%	No
KLHDC10		7q32.2	HOMDEL	1	408	0.2%	No
B4GALT6		18q12.1	AMP	6	408	1.5%	No
PKD2		4q22.1	AMP	7	408	1.7%	No
PCDHB5		5q31.3	AMP	1	408	0.2%	No
NAALAD2		11q14.3	AMP	8	408	2.0%	No
DUSP8		11p15.5	HOMDEL	6	408	1.5%	No
EGFL6		Xp22.2	AMP	4	408	1.0%	No
SLC35B4		7q33	AMP	5	408	1.2%	No
OR6K3		1q23.1	HOMDEL	2	408	0.5%	No
RNY4P23		Xq13.1	AMP	2	408	0.5%	No
SP4		7p15.3	AMP	11	408	2.7%	No
ZNF311		6p22.1	AMP	7	408	1.7%	No
IRF6		1q32.2	HOMDEL	2	408	0.5%	No
CLP1		11q12.1	HOMDEL	1	408	0.2%	Yes
PROC		2q14.3	AMP	3	408	0.7%	No
ZNF669		1q44	HOMDEL	1	408	0.2%	No
PKD1		16p13.3	AMP	1	408	0.2%	No
ASAH2B		10q11.23	HOMDEL	4	408	1.0%	No
PCDHB6		5q31.3	AMP	1	408	0.2%	No
CLEC4A		12p13.31	HOMDEL	2	408	0.5%	No
GEMIN4		17p13.3	AMP	2	408	0.5%	No
OR4A15		11q11	HOMDEL	2	408	0.5%	No
GLRA2		Xp22.2	HOMDEL	3	408	0.7%	No
LSM12		17q21.31	AMP	3	408	0.7%	No
TUSC3		8p22	HOMDEL	32	408	7.8%	Yes
B4GALT5		20q13.13	AMP	9	408	2.2%	No
TNNC2		20q13.12	AMP	8	408	2.0%	No
TMPRSS2		21q22.3	AMP	1	408	0.2%	Yes
EGFL7		9q34.3	AMP	5	408	1.2%	Yes
DUSP7		3p21.2	HOMDEL	6	408	1.5%	No
RN7SL601P		17p12	HOMDEL	10	408	2.5%	No
SP3		2q31.1	AMP	2	408	0.5%	No
GPR22		7q22.3	HOMDEL	1	408	0.2%	No
PCDHB7		5q31.3	AMP	1	408	0.2%	No
WARS1		14q32.2	AMP	3	408	0.7%	No
IRF7		11p15.5	HOMDEL	8	408	2.0%	No
LINC00184		1q42.3	HOMDEL	1	408	0.2%	No
SLC35B2		6p21.1	AMP	12	408	2.9%	No
LSM11		5q33.3	AMP	1	408	0.2%	No
INIP		9q32	AMP	2	408	0.5%	No
B4GALT4		3q13.32	AMP	7	408	1.7%	No
GEMIN5		5q33.2	AMP	1	408	0.2%	No
TNNC1		3p21.1	AMP	5	408	1.2%	No
OR4A16		11q11	HOMDEL	2	408	0.5%	No
SP6		17q21.32	AMP	6	408	1.5%	No
GPR21		9q33.2	HOMDEL	6	408	1.5%	No
ANP32B		9q22.33	HOMDEL	7	408	1.7%	No
GDPGP1		15q26.1	AMP	3	408	0.7%	No
RNY4P25		1q21.3	AMP	39	408	9.6%	No
TENT5A		6q14.1	HOMDEL	5	408	1.2%	No
IRF8		16q24.1	HOMDEL	1	408	0.2%	Yes
GNRHR		4q13.2	AMP	6	408	1.5%	No
OR6K6		1q23.1	HOMDEL	2	408	0.5%	No
GJE1		6q24.1	HOMDEL	4	408	1.0%	No
GLRA4		Xq22.2	HOMDEL	2	408	0.5%	No
GEMIN6		2p22.1	AMP	5	408	1.2%	No
DUSP9		Xq28	HOMDEL	4	408	1.0%	Yes
RN7SL782P		5q21.3	AMP	1	408	0.2%	No
ICMT		1p36.31	HOMDEL	1	408	0.2%	No
RPL22P19		12q24.31	HOMDEL	1	408	0.2%	No
MTMR9LP		1p35.2	AMP	2	408	0.5%	No
SP5		2q31.1	AMP	1	408	0.2%	No
GPR20		8q24.3	HOMDEL	1	408	0.2%	No
VCPIP1		8q13.1	AMP	15	408	3.7%	No
OR9K2		12q13.2	AMP	4	408	1.0%	No
SLC35B3		6p24.3	AMP	11	408	2.7%	No
ATP6V1D		14q23.3	AMP	2	408	0.5%	No
RNY4P24		13q14.3	AMP	2	408	0.5%	No
CCDC141		2q31.2	HOMDEL	1	408	0.2%	No
DTHD1		4p14	HOMDEL	1	408	0.2%	No
SP7		12q13.13	AMP	3	408	0.7%	No
RNU6ATAC32P		8q11.23	HOMDEL	2	408	0.5%	No
IRF9		14q12	HOMDEL	8	408	2.0%	No
RNY4P27		13q32.1	AMP	11	408	2.7%	No
PEX5		12p13.31	HOMDEL	2	408	0.5%	No
LMO3		12p12.3	AMP	2	408	0.5%	No
ZC3H7B		22q13.2	HOMDEL	2	408	0.5%	No
CAT		11p13	HOMDEL	4	408	1.0%	No
FOXD4L1		2q14.1	AMP	3	408	0.7%	No
CLEC4D		12p13.31	HOMDEL	2	408	0.5%	No
PCDHB8		5q31.3	AMP	1	408	0.2%	No
SUSD6		14q24.1	AMP	1	408	0.2%	No
DUSP4		8p12	HOMDEL	23	408	5.6%	Yes
OR10X1		1q23.1	HOMDEL	3	408	0.7%	No
TMPRSS5		11q23.2	AMP	1	408	0.2%	No
RNY4P26		10q23.33	AMP	2	408	0.5%	No
AKR1D1		7q33	AMP	2	408	0.5%	No
CCDC142		2p13.1	HOMDEL	1	408	0.2%	No
CYBRD1		2q31.1	HOMDEL	1	408	0.2%	No
EBLN2		3p13	HOMDEL	8	408	2.0%	No
SPATA41		15q26.3	HOMDEL	3	408	0.7%	No
ATP6V1F		7q32.1	AMP	3	408	0.7%	No
GNGT1		7q21.3	HOMDEL	2	408	0.5%	No
KCNQ1DN		11p15.4	HOMDEL	5	408	1.2%	No
PKIB		6q22.31	HOMDEL	7	408	1.7%	No
TUSC7		3q13.31	HOMDEL	2	408	0.5%	No
CLEC4E		12p13.31	HOMDEL	2	408	0.5%	No
LMO2		11p13	AMP	8	408	2.0%	Yes
SP9		2q31.1	AMP	1	408	0.2%	No
SPATA42		1p13.3	HOMDEL	1	408	0.2%	No
RNA5SP340		11p11.2	AMP	2	408	0.5%	No
FRY		13q13.1	AMP	9	408	2.2%	No
YIPF1		1p32.3	AMP	8	408	2.0%	No
EIF2D		1q32.1	HOMDEL	3	408	0.7%	No
SUSD4		1q41	AMP	2	408	0.5%	No
LMO4		1p22.3	AMP	4	408	1.0%	No
ATP6V1H		8q11.23	AMP	14	408	3.4%	No
EGFL8		6p21.32	AMP	8	408	2.0%	No
EBLN1		10p12.31	HOMDEL	4	408	1.0%	No
TRAP1		16p13.3	HOMDEL	12	408	2.9%	No
RN7SL472P		14q32.31	AMP	3	408	0.7%	No
RN7SL162P		22q12.1	AMP	9	408	2.2%	No
FGD5P1		3p25.1	AMP	33	408	8.1%	No
TMPRSS3		21q22.3	AMP	2	408	0.5%	No
FOXD4L3		9q21.11	AMP	7	408	1.7%	No
SUSD5		3p22.3	AMP	14	408	3.4%	No
FKTN		9q31.2	HOMDEL	4	408	1.0%	No
CLEC4C		12p13.31	HOMDEL	2	408	0.5%	No
SP8		7p21.1	AMP	12	408	2.9%	No
RNY4P28		13q21.2	AMP	3	408	0.7%	No
RN7SL63P		10p11.23	HOMDEL	6	408	1.5%	No
CCDC140		2q36.1	HOMDEL	9	408	2.2%	No
MTCP1		Xq28	HOMDEL	5	408	1.2%	Yes
LINC00336		6p21.31	HOMDEL	2	408	0.5%	No
CILK1		6p12.1	AMP	5	408	1.2%	Yes
PEX7		6q23.3	HOMDEL	4	408	1.0%	No
OR6K2		1q23.1	HOMDEL	2	408	0.5%	No
RPL39P5		3q22.2	AMP	8	408	2.0%	No
TMPRSS4		11q23.3	AMP	1	408	0.2%	No
B4GALT7		5q35.3	AMP	1	408	0.2%	No
DUSP5		10q25.2	HOMDEL	11	408	2.7%	No
RN7SL811P		6p21.1	AMP	3	408	0.7%	No
PPP4R1L		20q13.32	HOMDEL	1	408	0.2%	No
CLEC4G		19p13.2	HOMDEL	1	408	0.2%	No
SDF2L1		22q11.21	AMP	13	408	3.2%	No
RERGL		12p12.3	AMP	2	408	0.5%	No
BACC1		17p13.1	HOMDEL	7	408	1.7%	No
DUSP1		5q35.1	HOMDEL	3	408	0.7%	No
ADI1		2p25.3	AMP	11	408	2.7%	No
C11ORF65		11q22.3	HOMDEL	4	408	1.0%	No
LINC01590		6q15-q16.1	HOMDEL	4	408	1.0%	No
MINDY3		10p13	HOMDEL	4	408	1.0%	No
EPB41L3		18p11.31	HOMDEL	1	408	0.2%	No
MICOS13		19p13.3	AMP	3	408	0.7%	No
OCLM		1q31.1	AMP	15	408	3.7%	No
YIPF2		19p13.2	AMP	5	408	1.2%	No
TOPORS		9p21.1	AMP	3	408	0.7%	No
NCL		2q37.1	HOMDEL	11	408	2.7%	No
MT1E		16q13	HOMDEL	1	408	0.2%	No
RNA5SP300		10p13	HOMDEL	1	408	0.2%	No
ADGRA3		4p15.2	AMP	2	408	0.5%	No
RN7SL457P		8p12	AMP	7	408	1.7%	No
STRADB		2q33.1	HOMDEL	6	408	1.5%	No
RNY4P29		13q21.1	AMP	3	408	0.7%	No
SPATA31H1		2p23.3	HOMDEL	2	408	0.5%	No
MINDY2		15q21.3-q22.1	HOMDEL	2	408	0.5%	No
PKD1P5		16p12.3	AMP	10	408	2.5%	No
CCNA1		13q13.3	AMP	6	408	1.5%	No
EPB41L2		6q23.1-q23.2	HOMDEL	2	408	0.5%	No
MTFR2		6q23.3	AMP	7	408	1.7%	No
AHSA1		14q24.3	AMP	4	408	1.0%	No
BZW2		7p21.1	AMP	19	408	4.7%	No
DUSP3		17q21.31	HOMDEL	1	408	0.2%	No
RRP7A		22q13.2	HOMDEL	2	408	0.5%	No
YWHAH-AS1		22q12.3	AMP	13	408	3.2%	No
GMPPA		2q35	HOMDEL	8	408	2.0%	No
C1QTNF9		13q12.12	AMP	3	408	0.7%	No
YIPF4		2p22.3	AMP	6	408	1.5%	No
ADGRA1		10q26.3	AMP	2	408	0.5%	No
KLKB1		4q35.2	AMP	1	408	0.2%	No
BFSP2		3q22.1	HOMDEL	1	408	0.2%	No
RDM1		17q12	AMP	8	408	2.0%	No
CCNA2		4q27	AMP	3	408	0.7%	No
ST7		7q31.2	HOMDEL	2	408	0.5%	No
IRF1		5q31.1	HOMDEL	4	408	1.0%	Yes
MTFR1		8q13.1	AMP	12	408	2.9%	No
APLNR		11q12.1	AMP	5	408	1.2%	Yes
OR10C1		6p22.1	AMP	8	408	2.0%	No
ABO		9q34.2	AMP	1	408	0.2%	No
C1QTNF8		16p13.3	AMP	1	408	0.2%	No
ADGRA2		8p11.23	AMP	42	408	10.3%	Yes
GFI1		1p22.1	AMP	5	408	1.2%	No
RN7SL147P		3p25.2	AMP	46	408	11.3%	No
ADAD1		4q27	HOMDEL	1	408	0.2%	No
ZC3H7A		16p13.13	HOMDEL	1	408	0.2%	No
GRHPR		9p13.2	AMP	7	408	1.7%	No
